"","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys","all.that.remains","amon.amarth","amy.macdonald","amy.winehouse","anti.flag","aphex.twin","apocalyptica","arcade.fire","arch.enemy","arctic.monkeys","as.i.lay.dying","atb","atreyu","audioslave","avril.lavigne","babyshambles","bad.religion","beastie.boys","beatsteaks","beck","beirut","belle.and.sebastian","beyonce","billy.talent","bjork","black.eyed.peas","black.sabbath","blind.guardian","blink.182","bloc.party","bloodhound.gang","blur","boards.of.canada","bob.dylan","bob.marley","bob.marley...the.wailers","breaking.benjamin","bright.eyes","bring.me.the.horizon","britney.spears","bruce.springsteen","bullet.for.my.valentine","caliban","cascada","cat.power","children.of.bodom","chimaira","christina.aguilera","clueso","cocorosie","coldplay","crystal.castles","cypress.hill","daft.punk","damien.rice","dark.tranquillity","david.bowie","david.guetta","death.cab.for.cutie","deep.purple","deftones","deichkind","depeche.mode","dido","die.apokalyptischen.reiter","die.toten.hosen","digitalism","dimmu.borgir","dire.straits","disturbed","dream.theater","dredg","dropkick.murphys","duffy","editors","eels","elliott.smith","eluveitie","elvis.presley","eminem","ensiferum","enter.shikari","equilibrium","eric.clapton","evanescence","faithless","fall.out.boy","farin.urlaub","feist","finntroll","flogging.molly","flyleaf","foo.fighters","frank.sinatra","franz.ferdinand","funeral.for.a.friend","genesis","gentleman","godsmack","goldfrapp","good.charlotte","gorillaz","green.day","groove.coverage","guano.apes","guns.n.roses","hammerfall","hans.zimmer","hatebreed","heaven.shall.burn","him","hoobastank","hot.chip","howard.shore","in.extremo","in.flames","incubus","interpol","iron.maiden","jack.johnson","james.blunt","james.morrison","jamiroquai","jason.mraz","jay.z","jimi.hendrix","jimmy.eat.world","johnny.cash","jose.gonzalez","joy.division","judas.priest","justice","justin.timberlake","kaiser.chiefs","kanye.west","kate.nash","katie.melua","katy.perry","keane","kelly.clarkson","killswitch.engage","kings.of.convenience","kings.of.leon","korpiklaani","kreator","lacuna.coil","lady.gaga","led.zeppelin","lenny.kravitz","leona.lewis","lily.allen","limp.bizkit","linkin.park","lostprophets","machine.head","madonna","mando.diao","manowar","manu.chao","maria.mena","marilyn.manson","massive.attack","metallica","mgmt","michael.jackson","mika","millencolin","misfits","moby","modest.mouse","mogwai","morcheeba","motorhead","muse","my.chemical.romance","nada.surf","nelly.furtado","nickelback","nightwish","nine.inch.nails","nirvana","nofx","norah.jones","nouvelle.vague","oasis","oomph.","opeth","panic.at.the.disco","papa.roach","paramore","parkway.drive","pearl.jam","peter.fox","pink","pink.floyd","placebo","porcupine.tree","portishead","queen","queens.of.the.stone.age","r.e.m.","radiohead","rage.against.the.machine","rammstein","ramones","razorlight","red.hot.chili.peppers","regina.spektor","rihanna","rise.against","rob.zombie","robbie.williams","schandmaul","scooter","seeed","seether","serj.tankian","silverstein","simple.plan","slayer","slipknot","snow.patrol","soilwork","sonata.arctica","sonic.syndicate","staind","stars","stone.sour","subway.to.sally","sufjan.stevens","sum.41","system.of.a.down","tegan.and.sara","tenacious.d","the.beatles","the.chemical.brothers","the.clash","the.cure","the.decemberists","the.doors","the.fratellis","the.fray","the.hives","the.killers","the.kooks","the.libertines","the.national","the.notwist","the.offspring","the.postal.service","the.prodigy","the.pussycat.dolls","the.rolling.stones","the.shins","the.smashing.pumpkins","the.smiths","the.streets","the.strokes","the.subways","the.ting.tings","the.used","the.white.stripes","the.wombats","thievery.corporation","three.days.grace","timbaland","tom.waits","tool","tori.amos","travis","trivium","u2","underoath","volbeat","yann.tiersen"
"17827","0","0","0","0","0","0.187188197502715","0","0","0.0670884792982441","0","0","0","0.0869945086817529","0","0.0761884124439633","0","0","0","0","0.0970158888847013","0","0","0","0","","0","0","0","0.114203559360346","0","0","0","0","","0","0","0","0","0.361775943810832","0","0","0","0","0","0","0","0.192159458265963","0","0","0.0724996244972366","0","0.0966511708429312","0","0","0","0","0","0","0","0","0.0994547976870666","0","0","0","0","0","0","0","0","0","0","0.0952229394309088","0","0.0808375120234508","0","0.0852059821105915","0","0","0","0","0","0","0","0.0984968018414281","0","0.123629370591927","0","0","0","0","0","0","0","0","0.212448302391932","0","0.219306101961972","0","0","0","0.0968713107523004","0.20733242505491","0.188574467558308","0","0","0","0","0","0","0","0.204488828397405","0","0.187586447438882","0","0","0","0","0.0886645149587747","0","0","","0.197596146582853","0","0","0","0","0.189030166803045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0697821626203051","0","0.110402819775348","0","0","0","0","0.0725772440402939","0.100360945069159","0","0","0","0","0","0","0.0756817451153477","0","0","0.0823826259226358","0.0753947062496154","0","0.300316190286153","0.12054049029603","0","0","0.0833538887628593","0","0","0","0.101454625165302","0","0","0","0","0","0.075469059517753","0","0","0","0","0","0","","0.12080898507016","0","0","0","0","0","0","0","0","0","0","0.134791750478792","0","0.107144087814594","0.184072913478168","","0","0","0.0928609816282071","0.0912199756543259","0","0.125765009788812","0","0","0","0.120367529709553","0","0.0990223415361201","0","0","0","0","0","0","0","0.204703881248845","0","0","0","0","0","0","0","0.0894752139989995","0.309890917601488","0","0","0.0940816414338465","0","0","0","0","0","0","0","0","","0.0939091466230201","0","0.0986616241145544","0","0","0","0","0","0","0.106941889917499","0","0.0833468078335435","0.0938922695225439","0.0981963676432584","0","0","0","0.198510668190252","0","0","0","0","0","0","0","0","0.0888189359500558","","","0","0.0916888513149199","0.209349697314142","0","0.0911330214938372","0","0","0","0.0815124854996958","0","0","0","0","0","0"
"17835","0","0.0835681135086085","0","0","0.103076093406548","0","0","0.167745553965873","0","0.273530728712086","0","0","0.186751131622044","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0848535154019347","0","0","0.0818123792143367","0","0","0","0","0","0","0","0","0.0950089385216438","0","0","0","0","0","0","0","0","0","0","0","0","0","0.092142411871825","0","0","0","0.0775515965980965","0","0","0","0","0.202686790446639","0","0","0","0.095787456547523","0","","0","0","0","0","0","0","0","0","0","","0","0.0849135565575829","0","0","0","0.229327827951321","0","0","0","0","0","0","0","0","0.0881747560994485","0","0","0","0","0.205432396089434","0","0","0.0832479979705554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0968890306294135","","0.0862575459038789","0","0.0894371509853665","0.18421950350671","0","0","0","0","0","0","0.0690808165525522","","0","","0.099901277041062","0.428618978061189","0","0.0854553096256574","0","0","0","0","0","0","0","0","0","","0","0.1147927872801","0","0","0","0","0.201179349519136","0","0","0","0","0","0","0","0","0.11002832075933","0.187816025092079","0","0","0","0","0","0","0","0","0","0","0.116255029660335","0.106051707588482","0","0","0","0","0.233281380629288","0.0876395242917347","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0.178117471276828","0","0","0.170323033273624","0","0","0.139285387151981","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0922129240080126","0","0","0","0","0","0","0","0","0.109060402314968","0","0","0","0","0","0.372373859521361","0","0","0","0.186161563571838","0","0.107576656284613","0","0","0"
"17854","0.0710865100977523","0.0963475756783736","0.203910701222953","0.271064944529984","0.177106587797406","0","0","0.186878798622001","0","0","0","0","0","0.10237483134115","0","0.180435058223109","0","0.127313078811684","0","0.0970158888847013","0","0","0","0.191441398739117","0","0","0.0835384473187352","0","0.209076811658155","","0.204364035731841","0.190161809485617","0","0","0.079636027364717","0","0","0","0","0.0844614778384582","0.102303748137054","0.189466464339077","0.095035979430698","0.212488359645064","0.124469843860107","0.0957392098358437","0","0.188796506610918","0","0","0.0792596182866523","0","0","0","0.225240307077223","0","0","0","0.113008847392209","0.0907004421139657","0.502178539874391","0","0","0","0.297634781942981","0","0.201576357401987","0","0.0987097012961358","0.102834639939606","0","0","0.210157449346959","0","0","0.113412413274553","0.0811791772035347","0","0.196030640422897","0","0","0.0943235961709141","0","0","0.169460177507458","0.123629370591927","","0","0.108487252159236","0","0","0","0","0.0901017951061125","0","0","0","0.0927560401788584","0.110486218769359","0","0.0881213132943149","0","","0.0881766967624552","0.0963848296893279","0","0.19638785180573","0.153919020961654","0","0","0","0.0978316836547648","0.0968435367780697","0","0.0974624464342066","0.0919705138204908","0","0","0","0","0","0","0","0","0","0","0.404377355330319","0.190445817422284","0","","0","0.0909115116437433","0.0803454448202247","0.117391219244581","0.0717367267231874","0.160573750627573","0","0.20701238963866","","0","0","0","0","","0","0.0795433242625705","0","0","0.149715268182394","0","0","0.0930132364590383","0","0","0","0","0","0.211334375071036","0.0784825383215335","0","0","0.0890310192304445","0.0938531899955737","0","0","0","0.090838696291285","0","0.191192235892137","0","0","0.15441509749317","0","0","0","0","0","0","0.0784298616695118","0.290070969683739","0.215742280511905","0.0627196137926839","0","","0","","0","0.0992405834202417","0","0","0.20950783718513","0","0.190499967610784","0.0833427374411118","0.218995548149989","0","0","0","0","0","0","0.200964252879957","0.0927011322851982","0","","0.125765009788812","0.194502820250097","0.0982039202886201","0.0969563467052187","","0.186474875402475","","0.0897681031074493","0","0","0.163828006084336","","0","0","0","0","0.0821973261345767","0","0","0.0935773243026788","0","0","0","0","0","0","0.182311434607804","0","0","0","0","0.109509860501714","0","0","0.228719902539182","0","0","0","0.19213525249064","","0","0","0.260972305819008","0.209998786555509","0.391967953859922","0","0","0","0.197842783571374","0","0","0.0981313448017746","0.312480855695845","0.105132312539557","0","0","0","0.197402571660227","","0.212798861084411","0.1785034513664","0","0.196158787702272","0","0.10346378215488","0","0.389998836887557","0","0.0795617630764174","0","0","0.417012404463616","0","0","0.115172415900318","0","0","0","0","0.207445695198082"
"17865","0","0","0","0","0","0","0","0","0.069720392848255","0","0","0","0","0.0905469813411006","0","0","0","0","0","0.108813456618037","0","0","0","0.0975650570842767","0.226586124529514","0","0","0","0","","0","0","0","0.105254474661324","0","0","0","0","0.083022311684633","0.123876834163072","0","0.0873728706057384","0","0","0","0","","0","0","0","0.0959008628800841","0.199684471908929","0","0.069359835775976","0","0","0","0","0","0","0.199382334715582","0.0813931371408163","0","0","0.0803450852440794","0","0","0","0.0987097012961358","0","0.105800425077491","0","0","0","0","0.0906523303611861","0","0","0","0.196272750253321","0","0","0","0","0.0934980739706579","0","0.108320788427332","0","0","0.206684834718738","0","0","0","0","","0","0","0.0869423765855306","0.0867627577462605","0","0","","0.0955942687479019","0","0.0968703986550934","0","0","0","","0","0.104960500505797","0.0900811572561575","0.0965356827216496","0.0656054687830218","0.298615203167131","0","0","0.096525697751273","0","0","0.239895940580208","0.415588790716714","0","0","0","0","0","0","0","0","0","0.0999992475915871","0","0","0","0","0.0846562808364777","0","0.0811934390689034","0","0","0","0","0.132673176876777","0.0755549035458628","0.0815690511343407","0.0887124607618999","0","0.2061100239577","0","0","0","0.0966431343887313","0","0","0.113368208502269","0","0","0","0","0","","","0.287746765120093","0","0","0.11625939496985","0","0","0.0844070715423592","0","0","0","0.08971923522183","0","0","0","0","0","0.0910059336813473","0","0","0","0.105861995748293","0.183982933668241","0.0805504020544072","0","0.218990924277862","0.0962914867124161","0","0","0","0.0881810046953636","0","0.183466785188323","0.11559624235581","0","0.177381715230489","0.41676051315887","0.291184390322752","0","0","0","0.10182597978502","0","0.283338581579201","0","0","0","0","0","0.0966579749765041","0.0948704865811761","0.0873805026384387","0","0.104020534863862","0.0941402186893488","0","0","0.0943570850066262","0","0","0","0.0832118996148489","0","0.28263501874422","0.0971344690199674","0","0.0948804020943212","0","0","","0","0.0846749097490059","0","0.210914901826824","0","0.0955502326060586","0","0","0.0967003793439282","0","0.112561158249188","0.0949858653311033","0","0","0","0","0","0","0.0877744526888059","","0.0965068301230504","","0.104507365638316","0","0","0.0979517580603497","0","0.105730768591199","0.210091432293709","0","0","0","0","0","0.0808703032787739","0","0","0","0.0848259345517528","0.0949279637159786","0.0924068849256148","0","","0","0.0913083643301523","0","0.086036189972276","0.0954959224350293","0","0","0","0","0"
"17879","0.0816727502762983","0","0","0","0","0.0839072276509812","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0.0887759000422051","0","0","0","0","0","0.307735244358676","0","0","0","0","0","0.0958285176354144","0.23273848440246","0","0","0","0","0","0.098392594318236","0","0.287685367524316","0","0.0886750092868675","0","0","0","0","0","0","0.105939388922834","0","0","0.0889279814417451","0","0","0","0","0.0865592687851594","0","","0","","0","0","0","0","0","0","0","0.203096809089446","0.0930904799861572","0","0","0.0978892261979432","","0","0","0.106286071523385","0","0","0","0","0.0872707460550829","0","0","0","0","0","0","0","0","0","0","0.279346687582401","0","0.114140616433411","0.089697208066254","0","0","0","0.104573134979217","0.11360307088024","0","0","0","0","0.103803354120635","0.295309341288398","0","0.297857851274671","0","0","0.091109867971927","0","0","0.0978204095208464","0","0","0.078865740886254","0","0.199289273128229","0","0","0","0.117709810686179","0","0","0","0","0","0.245892103640744","0","0","0","0","0","0.0785260258571715","0.0784873361760621","0","0.361983560011314","0","0","0","0","0","0","0","0","0","0.0824920244281387","0","0","0","0","0","0","0","0","0","0.0945772717439773","0","0","0","0","0","0","0.0938907575801492","0","0.0966824742365625","","0.0993910195168069","0.232641032991687","0","0","0.0804088318759247","0","0.206202945329139","0","0","0.233398437794662","0","0.103966298699388","0","0","0","0","0","0.090977665178328","0.106069451184184","0","0","0.227284621269154","0","0","0","0","0","0","0","0","0","0","0.0948696049856875","0.115376116498122","0","0.33051699823401","0","","0","0","0.109010349732292","0.125794054477634","0","0","0.0920671668040407","0","0","0","0","0","0.0839987379130751","0","0.0916664513735259","0","0.115646672597304","0","0","0","0.104141051648359","0","0","0","0","0","0","0.114837087681218","0","0","0","","0","0.104645569079214","0","0.294486991534501","0","0","0","0.0876823957538075","0","0","0","0","0","0","0","0","0.10450958185995","0","0.195241196198152","0","0","0","0","0.0874710827341021","0","0.107339851752216","0","0","0","0.110275482711384","0.0765256920133315","0.335923786696772","0","0","0","0.0893876725309378","0","0","0","0","0","0","0"
"17882","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.12180612721986","0","0","0","0","0","0","0","0.094475891095372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0865592687851594","0","0","0","0","0","0","0","0","0","0","0","0","0.098625353833764","0","0","0","0","0","0.123135869036685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.108241818610187","0","0","0.0844910874795056","0.142468750848497","0","0.0940710596974549","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.102009308566445","0","0","0"
"17916","0","0","0","0","0","0","0","0","0","0","0.0718337034363389","","0","0","0","0","0.252591997674092","0","0.499797364681434","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0794666051993089","0.461619623578253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.548719360294982","0","0","0","0","0","0","0","0","0","0.510800864863285","0","0","0","0","0","0","0","0","","0","0","","0","0.100592882569664","0","0","0.100137710930658","0","0","0","0","0.690853603364756","0","0","","0","","0","0","0","0","0","0","0.717425131426912","0.190521992509374","0","0","0","0","0","0","0","0.0792720600572983","0","0","0","0","0","0","0","0.379855607459978","0","0","0.170381699560214","0.167839235767958","0","0","0.0873286725899049","","","0","0","0.180098275895319","0","0","0","0","0","0","0","0","0","0","0","0.208937053058663","0","0","0","0","0","0","0","0","0","0","0","0","","","0.45910265640698","0","0","0","0","0","0","0","0","0.0977421230471664","0","0","0.0838709641591708","0","0","0.213634275336509","0","0.0920029927279139","0","0","0","0","0","0","0","0","0","0.173726086895554","0","0","0","0","0","0.309395245830387","0","0","0","0","0","0","0.260426273858339","0.315281114697805","0","0","0","0","0","0","0","0","0","0.0675284879796199","0","0","0","0","0","0","0.218558788099619","0","0","0","0","0","0","0.0957031262581704","0","","0","0","0.0877533033196313","0.0970830294894426","0","0","0.49341901360638","0.113614216180127","0","0.108213128497863","0.0957987246078096","0","0","0","0","","0","0","0","0","0.0968669561677584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0895205025592408","0","0","0","0","0","0","0.0821686182214411","0","0","0.0885909837240616","0","0","0.344551084383909","0"
"17948","0","0","0.0949665295990253","0","0","0","0","0","0","0.181214508140866","0","0.383750503346989","0.303505020770473","","0","0","0.325787702580362","0","0.295407290224643","0","0","0.0923521902222632","0","0","","0","0","0","0","0","0","0","0.474373510754749","0","0","0.370232851031742","0.16985266703603","0.186085398238736","0","0","0","0","0","0","0.087468490356325","0","0","0","0","","0","0.0954034729864704","0","0.253398398285621","0","","0.0845279368316166","0.288912760140332","0","0","0","0","0.170613512515812","0","0","0.278066093912701","0","0.521704229021419","0","0","0","0.186253387731295","0.0876118742204994","0.0808375120234508","","0.102785548738793","0","","0","0.0879481062405077","0.0862013383921443","0","0","0.343286998052612","0","0.0849135565575829","0","0.24947247568745","0","0.403168633372092","","0","0.412955538532716","0","","0","0","0.0986445866191275","0.0881747560994485","0.370596721359494","0","0.104805891148896","0","0.103822720513056","0","0","0","0.165744544213864","0","0","0","0.120310924097048","0","0.145666839832231","0","0","0.193379313417887","","0","0.0838531633651326","0.329268800023219","0.196141624363137","0","0.328621568264013","0.517123371113582","0.301602303175187","0","0","0.0866627891649302","0.0968890306294135","0.283660727108796","0.0774590841110978","0","0.175729361061534","0.404056084948672","0","0","0","0","0","0.0745819735596462","0.0690808165525522","","0","","","0.155406955646879","0.428548728904985","0.0854553096256574","0.392976723870636","0","0","0","0.396770617451564","0.192776825916482","0.430201083689874","","0","0.344800308447947","","0.26708262889897","0.0993924509800933","0.191999107489399","0","0","0.180033639259135","0","0.179224290503439","0.121263623708615","0.179237247466352","0.239947134110182","0","0.112335994477366","0","0","0.271421900983696","0","0","0","0","0","0","0","0","0.101505112277947","0","0.423754755199425","0.0884532386702585","","0.0903872069589485","0.0916691839585927","0","0.152907443233702","0","0","0.482062073747167","0.286951587747647","0","0","0","0","0","0.242409787442408","0.378839909956408","0","0.183501324386992","0","0","0.182485046018439","0","0","0","0","","0","0","0","0.105401300990725","","0","0.200081992893944","0.0744479797735505","0.341095461673239","0.256120006028042","","0","0.197845093289101","0","0.107039529580992","0.182218913959173","0.0977170966368528","0","","0.589405682682018","0.21986997451563","0","0","0","","0","0","0.126885343702549","0.130784247398676","0.102334400184727","0","0","0","0","0","0","0","0","0","0","0.100141038955381","0","0","0","0","0","0","0.329133315935724","0","0","0","0","0","0","0","0.101373389255173","0","0","0.127044429259587","0","0.0955610033145058","","0","0","0.086036189972276","0.0744279080625252","0","0","0","0","0"
"17979","0","0","0.198170470043795","0","0","0.113831941002342","0","0","0","0","0.0774602745101379","0","","0.0904613576989326","0","0","0.100142233448442","0","0","0","0","0","0","0","0","0","0.0828953314888508","0","0.0937344731530419","0","0","0","0","0.197405347229559","0","0","0.0903860618367216","0","0.20653295181825","0","0.133532806574749","0","0","0","0","0","0","0","0","0","0","","0","0","0","0.0863065278088106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0876118742204994","0","0","0.328868765985201","0","0","0","0","0","0","0.0813449450325418","0","0","0","0","0","0.0803211031483732","0","0","0.170348443063084","0","0","0.200837282616269","0","","","0","0","0.0864820053691333","0","0","0","0","0.100603394375137","0","0","0","0","","0","0.406761936302012","0.0702915736960948","0","0","0","0.0808474382072364","0","0","0.0951440102682873","0.0879440540692001","0","0.0876139426619078","0.100857568153128","0","0","0","0","0","0","0.0912864060657607","0","0.0871682955834744","0","0","0.194199988036092","0","0","0","0","0","0","0","0","0","0","0","0.0890713180063943","0","0.0814476487825482","0","0","0","0","0","0","0","0","0.0840718056383064","0.128196642517295","0.186943982537375","0.097945403010984","0","0","0","0","0","0","0.121082911443745","0.222039849422904","0","0.205273051687887","0","0","0","0.0886138147204068","0.0804724586011027","0","0","0","0","0","0","0.380597112968169","0","0","0.296827076150505","0.112023967791232","0.0903872069589485","0.294835470339481","0.0760629716913884","0","0","0","0.129436550895775","0","0.225059267264403","0.191528889980689","0","0","0","0.194410315188296","0","0","0.198211786544273","0","0","0.0910843340154768","0","0","0","0.0953061914802321","","0","0","0.110652153891813","0","0","0","0.106321183975355","0","0.0846555801511468","0","0.18077969093488","0","0.28858421985781","0.0900697402337155","0.224236227043365","0","0.191644006016478","0","0","0.0843336818008412","0","0","0","0.17765319960214","0.0999235684333134","0","0.284476469780753","0.422001158471969","0","0","0","0","0","0","0","0","0","0.0953307366439877","0.0865482357266155","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0.182673584246231","0","0","0","0","0","0","0","0","0","0","0","0.0692061590884738","","0"
"17982","0","0.0784985739588775","0","0","0","0","0","0","0","0.0865831865565072","0","0","0","0","0","0","0","0","0","0","0","0.252792369462583","0","0","0","0","0","0","0","0","0","0","0.110679277999151","0","0","0.0997378741664039","0","0","0","0","0.0954895167721464","0","0","0","0","0","0","0","0","0.127967063102138","0","0","0","0.215066264809283","0","0","0","0.109565443930656","0","0","0","0","0","0","0","0","0","0.109369959213126","0","0","0","0","0","0.0785987644444405","0","0","0","0","0","0","0","0","0","0.0940518528945955","0","0","0","0","0","0","0","0","0","0","0","0.0709364689543825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.148531871442674","0","0","0","0.0863038311916001","0","0","0","0.101896223821329","0","0","0","0","0","0","0","0","0.0887944008290235","0","0","0.117725259974568","0.0811461827392995","0","0","0","0","0","0","0","0.125366318018601","0","0.107464430295006","0","0.0841768669110323","0.105858773110375","0","0.0788901750647121","0","0","0","0","0","0","0.0843686749669754","0","0","0.107145148524248","0","0","0","0","0","0.173683859345996","0","0","0","0.0811650927506429","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0.134267758906562","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0912606336815153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","0.0868984142085963","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.124824038538911","0","0","0","0","0","0","0","0","0","0","0","0","0","0.141828098112493","0","0","0","0","0","0","0","0","0"
"17999","0","0","0","0","0","0","0","0.197766276234269","0","","0","0","0.103050194074597","","0","0","0","0.0818615412957414","0","0.108813456618037","0","0.275016596591766","0","0","0","0.0795792131507017","0","0","0","0","0","0","0.221931532793714","0","0","0.198064116908069","0","0","0","0.208822335894406","","0.0873728706057384","0","0","0","0","0","0","0","0.127967063102138","0.0959008628800841","0","0","0.162315515107863","0","0","0","0.109565443930656","0","0","0.199382334715582","0.226507842310889","0","0","0","0","0","0.317951940301561","0.0987097012961358","0","0","0","0","0.173223240050252","0","0","0.105515791812029","0","0","0","0","0","0","0.333699782219217","0.0934980739706579","0.180519851865236","0","0","0","0.160658657069798","0","0","0","0","0","0","0","0","0.174937513845709","0","0","0","0","0.220719316055888","0.0968703986550934","0","0","0","0","0","0","0.0900811572561575","0","0","0","0","0","0","0","0","0","0.101896223821329","0.109348300507203","0","0","0","0","0","0","0.183433590088491","0.269385223728301","0.103509055084655","0","0.0894371509853665","0.318881337048076","0","0.0846562808364777","0","0","0.0887982842357787","0","0.121475990721407","0.393537194988185","0.132673176876777","0.332914184204937","0.181470328175403","","0.105858773110375","0.193992593385721","0.182165163499262","0","0.0955159920866373","0.188440270618954","0","0","0","0.0843686749669754","0","0.247804040814055","0.185864473297137","0.1147927872801","0","0","0","0","0.18749286985643","0.11625939496985","0","0","0.183902108521093","0","0","0","","0.0836595183483106","0.181072104128987","0","0","0.0784807144352634","0","0","0","0","0.105861995748293","0","0","","0","0","0","0","0","","0","0.183466785188323","0","0","0","0","0","0","0","0","0.191834139258331","0","0.19931861527738","0","0","0","0","0","0","0","0","0","0.104020534863862","0","0","","0","0","0.0744479797735505","0","0.267978096052922","0.19086366204234","0","0.105138702533847","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0877744526888059","0.130268115682886","0.0965068301230504","","0.104507365638316","0.0787223360192643","0","0","0.0902628801392584","0.105730768591199","0","0.205913190652153","0","0","0","0","0.189315299553792","0","0","0.109809967166044","0","0.0949279637159786","0.167470933918382","0","0","","0","0","0","0.169923830497555","0","0.0782375682069914","0","0","0"
"18014","0","0","0","0","0","0.212873641656361","0","0","0.31974418386294","0","0.186408688654615","0","0","0","0.282567986719246","0","0","0","0","0.0935634587372454","0.205107516044612","0","","0.0975650570842767","0.111176725797253","0","0.21973112766895","0","","0","0","0","0","0.313836647714758","0","0","0","0","0.083022311684633","0","0","0","0","0","0","0","0.201800849509649","0","0.200303849079574","0","0","0.202622321818075","","0.069359835775976","0","0","0.0870517128920195","0","0.0976447196346108","0","0","0","0","0","0","0","0","0","0","0","0.0786910168993897","0","0","0","0","0.0906523303611861","0","0","0","0","0","0","0.0862647310446918","0","0","0","0","0","0","0.0864877511079109","0","0.207147137637734","0","0","0.109048122021358","0","0","0.185906828733198","0","0","0.094978893251167","0.100625564558495","0.21667907385912","0","0","0.195862656266976","0","0","0","0","0.18491715720454","0","0.0965356827216496","0","0.0899039742431506","0","0","0.096525697751273","0.215339088617951","0.109908645013974","0.101909638181726","0.236681117223138","0","0","0","0","0.102059085459376","0","0","0.0873889166192528","0","0","0","0","0","0","0.0940273641234556","0","0","0","0","0","0","0","0.0755549035458628","0","0","0","0","0","0.208177959663659","0","0","0","0","0","0","0","0","0","0","0.147143181109319","","0.0945952864213125","0.113431464454561","0","0","0","0.106083088729548","0","0","0","0","0","0","0","","0.100834702697012","0","0","0","0","0","0","0","0","0","0.117244574149161","0","0","0.0952509463976275","0.277895046832705","0","0","0","0","0","0.0874827813672361","0.111716633056469","0.0925422504398699","0.200959230650527","0","0","0","0","0","0","0","0","0","0","0","0.0965752515062326","0","0","0","0.0941402186893488","0","0","","0","0","0","0.0832118996148489","0","0.0810726242313718","0.0971344690199674","0.130032693887633","0.0948804020943212","0","0","0","0","0","0.182326502178017","0","0","0","0","0","0.183143149467351","0","0","0","0","0","0","0","0","0","0.0987155906930757","0","0.0978472669638687","0","0.0910806888285295","0","0","0","0","0","0.118300071902105","0","0","0","0","0","0","0","0","0","0.215405007998662","0.0900264607882744","0.0755014013855354","0","0.12233256232562","0","0","0","0","0","0.202941684808024","0","0.152990512043233","0","0"
